cluster_id	cluster_name	clusterlevel	first_cluster_name	top_markers	ncells	mean_nCount_RNA	mean_nFeature_RNA	mean_percent_mt	Female	Male	Siletti	Tadross	1C41i	3u5kk	buFpQ	eXCJJ	f5sVM	siletti_H18.30.002	siletti_H19.30.001	siletti_H19.30.002	TweV8	tzan2	znZv1	1C41i_A4	1C41i_A6	1C41i_A7	1C41i_A8	1C41i_R1	1C41i_R2	3u5kk_A.01	3u5kk_A.02	3u5kk_A.03	3u5kk_A.05	3u5kk_A.06	3u5kk_A.07	3u5kk_A.08	3u5kk_A.09	3u5kk_A.10	3u5kk_R.01	3u5kk_R.02	3u5kk_R.03	3u5kk_R.04	3u5kk_R.05	3u5kk_R.06	3u5kk_R.07	3u5kk_R.08	3u5kk_R.09	3u5kk_R.10	3u5kk_R.11	buFpQ_A1	buFpQ_A3	buFpQ_R1	buFpQ_R2	buFpQ_R3	eXCJJ_N2	eXCJJ_US2	f5sVM_ARHS2	siletti_10X190_5	siletti_10X190_6	siletti_10X192_7	siletti_10X192_8	siletti_10X193_3	siletti_10X193_4	siletti_10X203_7	siletti_10X203_8	siletti_10X360_7	siletti_10X360_8	siletti_10X362_3	siletti_10X362_4	siletti_10X362_5	siletti_10X362_6	siletti_10X376_5	siletti_10X376_6	siletti_10X380_5	siletti_10X380_6	siletti_10X380_7	siletti_10X380_8	siletti_10X389_1	siletti_10X389_2	siletti_10X392_3	siletti_10X392_4	TweV8_N1	TweV8_US1	tzan2_2	tzan2_5.1	tzan2_5.2	tzan2_5.3	tzan2_5.4	tzan2_N6.3	tzan2_US6.1	tzan2_US6.2	znZv1_1AS1CB	znZv1_1AS2CB	znZv1_1AS3CB	znZv1_1AS4CB	znZv1_1CB	znZv1_S1	znZv1_S10	znZv1_S11	znZv1_S1F	znZv1_S2	znZv1_S3	znZv1_S5	znZv1_S8	znZv1_S9
C3-67	C3-67 Mid-1 GABA-7 TRABD2B	C3	TRABD2B	LEF1|TRABD2B|SOX14|NPSR1|KITLG	432	28010.19	5832.56	0.0609	0	100	96.06	3.94	0	0	0	0	0	6.94	22.69	66.44	0	0	3.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63	2.31	0	0	0	0	0	0	8.33	6.25	25.93	25.46	0	0	0	0	4.17	6.94	1.62	2.31	4.17	3.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0.93	0.46	0.46	0.23	0.46	0.93	0	0	0.23
C3-68	C3-68 Mid-1 GABA-8	C3	GABA-8	IGF1|NXPH2|P2RY6|SST|KCNMB2	302	29186.47	6937.39	0.1624	29.14	70.86	63.25	36.75	2.65	24.17	4.64	0	2.32	0.33	59.93	2.98	0	2.65	0.33	0.33	0	0	0.33	1.99	0	1.32	0.33	0.33	0.99	0.33	5.63	2.98	5.96	5.96	0	0	0	0	0	0	0	0	0	0.33	0	0.99	0.99	0.99	0.99	0.66	0	0	2.32	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	27.48	31.79	0.99	0.66	0	1.32	0	0.33	0	0.33	0	0	0	0.99	0.66	0.66	0	0.33	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0
C3-69	C3-69 Pre-2 GABA-1 TAC3	C3	TAC3	CER1|NXPH2|CTXND1|LHX6|CRABP1	1191	8076.77	3197.31	0.5935	63.22	36.78	35.1	64.9	0.25	45.09	0	2.43	0.08	14.27	17.97	2.85	2.27	13.35	1.43	0	0	0.17	0.08	0	0	0.08	0.34	0.08	0.08	0.08	1.26	1.6	1.51	1.09	1.09	0.34	1.34	0.17	0.59	0.25	0.5	3.69	5.88	9.91	15.2	0	0	0	0	0	2.27	0.17	0.08	0.42	0.25	1.01	0.84	0.08	0.08	5.79	5.79	0.34	0.42	0.17	0	0	0	6.55	7.14	1.26	0.92	0.42	0.08	0.25	0.08	1.34	1.85	2.27	0	8.73	1.51	0.59	0.67	0.67	1.18	0	0	0	0	0	0.08	0.08	0	0.08	0	0.08	0.34	0.17	0.08	0.5	0
C3-70	C3-70 Pre-2 GABA-1 IL1RAPL2	C3	IL1RAPL2	CTXND1|HTR3A|IL1RAPL2|MAF|LHX6	960	13958.38	4142.8	0.7312	58.13	41.88	40.73	59.27	0.1	38.02	0	5.94	0	26.98	11.35	2.4	1.67	12.5	1.04	0	0	0	0	0.1	0	0.21	0	0.21	0	0	0.62	1.15	0.83	0.94	0.52	0.73	3.44	0.52	0.62	0.62	0.31	2.6	5	8.75	10.94	0	0	0	0	0	5.94	0	0	0.62	0.31	3.12	2.71	0	0	11.15	9.06	0.1	0.1	0.21	0	0	0	4.69	6.04	0.83	1.25	0.1	0	0.1	0.1	0.1	0.1	1.35	0.31	9.48	0.42	0.42	0.62	0.73	0.62	0.1	0.1	0.1	0	0	0	0	0	0	0	0.1	0.42	0.1	0	0.31	0
C3-71	C3-71 Pre-2 GABA-2 MDFIC	C3	MDFIC	LHX8|LHX6|GBX1|ZEB2|ASIC4	1120	19505.6	5104.7	0.2541	46.25	53.75	53.21	46.79	0	41.25	0	0	0	32.05	20.27	0.89	0.18	4.82	0.54	0	0	0	0	0	0	0.18	0.36	0.54	0.54	0.54	2.32	4.73	4.29	4.55	0.27	0.27	1.96	0.27	0.45	0.45	0.62	1.52	3.93	6.16	7.32	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	16.52	15.45	0	0	0	0	0	0	4.91	4.46	0.45	0.36	0	0.09	0	0	5.45	5.45	0.18	0	0.36	0.62	0.98	1.25	0.98	0.62	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0.36	0	0	0
C3-72	C3-72 Pre-2 GABA-2 LHX8	C3	LHX8	LHX8|SCGN|CDH23|PENK|LHX6	1212	21868.4	5833.57	0.1581	28.8	71.2	69.72	30.28	0.08	25.91	0	0	0	30.78	37.38	1.57	0	2.89	1.4	0	0	0.08	0	0	0	0.17	0.58	0.58	0.33	0.25	3.05	4.87	4.46	4.79	0.41	0.08	0	0.17	0	0.17	0.08	0.74	1.07	1.32	2.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.43	15.35	0	0	0	0	0	0	9.32	11.96	0.74	0.83	0	0	0	0	7.18	8.91	0	0	0	0.5	0.5	0.25	0.5	1.07	0	0.08	0	0	0	0	0	0	0	0	0.08	0.5	0.66	0.17	0	0
C3-73	C3-73 Pre-2 GABA-3 NXPH2	C3	NXPH2	NPY|LHX6|NXPH2|SOX6|SST	1199	13151.7	4142.94	0.4151	67.56	32.44	31.53	68.47	0	51.29	0	0.58	0	17.18	14.01	0.33	0.25	15.43	0.92	0	0	0	0	0	0	0.08	0.67	0.67	0.33	0.17	1.92	3.25	4.59	4.34	0.5	0.25	2.42	0.67	0.75	0.42	0.75	2.42	4.75	9.26	13.09	0	0	0	0	0	0.58	0	0	0.08	0	0.92	0.83	0	0	7.17	8.17	0.08	0.08	0.08	0	0	0	4.84	5.25	0.25	0	0	0	0	0	1.67	2.09	0.25	0	3.34	2.42	2.67	2.34	3	1.42	0.08	0.17	0	0	0	0	0	0	0	0	0	0.17	0.08	0	0.5	0.17
C3-74	C3-74 Pre-2 GABA-3 GBX1	C3	GBX1	GBX1|LHX8|SOX6|LHX6|MEGF10	1780	16009.64	4416.39	0.4228	78.43	21.57	20.73	79.27	0	58.26	0	0	0	10	10.51	0.22	0.06	20.11	0.84	0	0	0	0	0	0	0.17	0.34	0.28	0.17	0.11	2.13	3.26	2.53	3.6	0.51	0.73	5.45	0.9	0.96	0.67	0.73	2.36	5.28	11.4	16.69	0	0	0	0	0	0	0	0	0.11	0.06	0.22	0.11	0.11	0.06	5.28	4.04	0.84	0.28	0.06	0	0	0	2.98	2.42	0.11	0.06	0	0	0.73	0.9	1.12	1.24	0.06	0	1.85	4.55	3.88	4.49	4.94	0.39	0	0	0	0.06	0	0.06	0	0.06	0	0.11	0	0.06	0.22	0	0.28	0
C3-75	C3-75 Pre-2 CHOL-1 BMPR1B	C3	BMPR1B	SLC5A7|COL6A5|CHAT|LHX8|PRIMA1	313	18557.62	4750.11	0.425	74.76	25.24	24.92	75.08	0.32	55.91	0	0.32	0	16.93	7.99	0	0.32	18.21	0	0	0	0	0	0.32	0	0	0	0	0.64	0	1.6	1.92	1.6	1.92	0.64	0.64	1.6	0.64	0.32	0.32	0.32	2.88	4.47	15.97	20.45	0	0	0	0	0	0.32	0	0	0	0	0.32	0.32	0	0	7.99	8.31	0	0	0	0	0	0	3.51	3.51	0	0	0	0	0	0	0.32	0.64	0.32	0	7.67	3.19	2.24	1.92	3.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3-76	C3-76 Pre-2 CHOL-1 MEPE	C3	MEPE	MEPE|NGFR|SLC5A7|SLC18A3|LHX8	737	15189.29	4123.88	0.4079	90.09	9.91	9.77	90.23	0	52.51	0.14	0	0	8.01	1.63	0.14	0	37.58	0	0	0	0	0	0	0	0	0.41	0.27	0.27	0	1.09	2.17	3.8	2.17	1.09	0.27	8.55	0.81	0.54	0.41	0.54	1.63	3.26	8.68	16.55	0	0	0	0.14	0	0	0	0	0	0	0.14	0	0	0	3.26	4.61	0	0	0	0	0	0	0	0.68	0	0	0	0.14	0	0	0.41	0.54	0	0	0.41	8.55	10.45	8.41	9.5	0.14	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3-77	C3-77 Pre-2 GABA-4 FIGN	C3	FIGN	CYP19A1|SOX6|NR2F1|FIGN|PROX1	731	19417.81	5539.15	0.2092	38.03	61.97	61.42	38.58	0	30.51	0	0.27	0	12.18	48.02	1.23	0	7.25	0.55	0	0	0	0	0	0	0	0.68	0.68	0.96	0.27	3.83	5.75	6.16	4.1	0	0.68	0.14	0.27	0	0.14	0.14	0.68	1.09	2.05	2.87	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	6.7	5.47	0	0	0	0	0	0	22.44	21.89	0.41	0.82	0	0	0	0	2.19	1.5	0	0	0.14	1.37	0.96	1.78	2.33	0.55	0.14	0	0	0	0	0	0	0.14	0	0	0	0.14	0	0.14	0.14	0
C3-78	C3-78 Pre-2 GABA-4 LHX6	C3	LHX6	NPY|LHX6|SLC7A3|SOX6|NR2F1	1301	15748.02	4990.02	0.1481	17.14	82.86	77.71	22.29	0	15.3	0.08	0	0	18.6	46.58	12.53	0	1.84	5.07	0	0	0	0	0	0	0.08	0.77	0.54	0.31	0.23	2.46	2.54	3.61	3.46	0	0	0	0	0	0	0.08	0.08	0.08	0.61	0.46	0	0	0	0	0.08	0	0	0	0.08	0.61	0.08	0.08	0	0	9.53	8.22	0	0.08	0.08	0	0	0	13.91	16.99	5	6.92	0.15	0.38	0	0	7.15	8.46	0	0	0.08	0	0.08	0	0	1.61	0.08	0	0	0	0	0.08	0	0.15	0	0	0.15	2.46	2.23	0	0	0
C3-79	C3-79 Pre-2 GABA-4 SATB2	C3	SATB2	SATB2|COL15A1|NR2F1|PNOC|ZIC2	455	16873.37	5038.47	0.2176	29.01	70.99	61.76	38.24	0	23.3	0	0	0	22.42	37.58	1.76	0	5.71	9.23	0	0	0	0	0	0	0.66	0	0.88	0.22	0.22	3.52	6.81	5.05	4.4	0	0	0	0	0	0.22	0.22	0.44	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.19	9.23	0	0	0	0	0	0	7.47	10.11	0.88	0.88	0	0	0	0	10.55	9.45	0	0	0	0.66	0.22	0.44	0.66	3.3	0.44	0	0	0	0	0	0	0	0.22	0	0	3.3	5.71	0	0	0
C3-80	C3-80 Pre-2 GABA-4 CHST9	C3	CHST9	CYP19A1|SATB2|LHX6|MOXD1|NR2F1	713	19745.32	5671.45	0.1362	20.9	79.1	77.28	22.72	0	18.93	0	0	0	26.93	46.98	3.37	0	1.96	1.82	0	0	0	0	0	0	0.28	0.28	0.42	0.28	0	3.93	3.23	4.91	4.35	0	0	0.14	0	0	0	0	0.14	0.14	0.42	0.42	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	13.88	12.9	0	0	0	0	0	0	14.59	13.74	1.96	1.26	0	0.14	0	0	8.98	9.68	0	0	0	0	0.14	0.42	0	1.12	0.28	0	0	0	0	0.14	0	0.28	0	0	0.14	0.42	0.7	0	0.14	0
C3-81	C3-81 Pre-2 GABA-4 POSTN	C3	POSTN	POSTN|SHISA8|NR2F1|AP001636.3|NFIX	131	14402.44	4647.09	0.1807	22.9	77.1	74.05	25.95	0	20.61	0	0	0	15.27	40.46	18.32	0	2.29	3.05	0	0	0	0	0	0	1.53	0.76	0	1.53	0	3.05	1.53	6.11	5.34	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	6.11	8.4	0	0	0	0	0	0	16.79	16.79	9.92	8.4	0	0	0	0	1.53	5.34	0	0	0	0	0.76	0	0	1.53	0	0	0	0	0	0	0	2.29	0	0.76	0	0	0	0	0	0
C3-10	C3-10 Astrocytes-3 NRXN3	C3	NRXN3	CCDC85A|LRAT|NRXN3|C8orf34|PLCXD3	14029	4312.87	1924.76	0.1462	68.66	31.34	14.13	85.87	5.57	57.17	3.95	0.16	0.68	2.97	10.34	0.81	0.16	10.48	7.7	0.8	0.8	0.84	0.84	1.34	0.95	0.24	0.31	0.51	0.42	0.29	4.85	6.3	7.6	7.63	0.29	0.41	0.65	0.51	0.6	0.34	0.45	2.77	4.68	9.3	9.03	0.33	0.12	1.03	1.22	1.25	0	0.16	0.68	0.48	0.31	0.18	0.07	0.82	0.96	0.06	0.09	0.09	0.11	0.28	0.33	4.64	4.58	0.09	0.07	0.07	0.05	0.04	0.04	0.26	0.26	0.11	0.12	0.01	0.15	0.22	1.43	1.54	1.39	1.49	1.45	1.45	1.51	1.21	0.78	1.13	1.33	0.94	0.27	0.31	0.13	0.1	0.22	0.14	0.11	0.91	0.11
C3-10	C3-10 Astrocytes-3 NRXN3	C3	NRXN3	CCDC85A|LRAT|NRXN3|C8orf34|PLCXD3	14029	4312.87	1924.76	0.1462	68.66	31.34	14.13	85.87	5.57	57.17	3.95	0.16	0.68	2.97	10.34	0.81	0.16	10.48	7.7	0.8	0.8	0.84	0.84	1.34	0.95	0.24	0.31	0.51	0.42	0.29	4.85	6.3	7.6	7.63	0.29	0.41	0.65	0.51	0.6	0.34	0.45	2.77	4.68	9.3	9.03	0.33	0.12	1.03	1.22	1.25	0	0.16	0.68	0.48	0.31	0.18	0.07	0.82	0.96	0.06	0.09	0.09	0.11	0.28	0.33	4.64	4.58	0.09	0.07	0.07	0.05	0.04	0.04	0.26	0.26	0.11	0.12	0.01	0.15	0.22	1.43	1.54	1.39	1.49	1.45	1.45	1.51	1.21	0.78	1.13	1.33	0.94	0.27	0.31	0.13	0.1	0.22	0.14	0.11	0.91	0.11
C3-11	C3-11 Astrocytes-3 PPP1R1A	C3	PPP1R1A	IGFBP5|PPP1R1A|FAU|FXYD6|NUPR1	2745	4118.47	2125.99	0.176	89.8	10.2	1.38	98.62	2.11	86.89	1.68	0.11	0.4	0.22	1.09	0.07	0.07	2.33	5.03	0.15	0.29	0.33	0.36	0.47	0.51	0.73	1.68	1.2	1.46	0.66	14.5	16.94	20.51	22.26	0.15	0.18	0.22	0.22	0.04	0.15	0.18	0.84	1.46	1.6	1.93	0.44	0.04	0.22	0.69	0.29	0	0.11	0.4	0	0	0	0	0.07	0.04	0.11	0	0.11	0.11	0	0	0	0.04	0.33	0.44	0	0.07	0	0	0.04	0.04	0	0	0	0.07	0.04	0.33	0.51	0.22	0.47	0.22	0.26	0.29	0.33	0.33	0.26	0.58	0.36	0.15	1.06	0.66	0.04	0.33	0.11	0.11	0.22	0.51
C3-11	C3-11 Astrocytes-3 PPP1R1A	C3	PPP1R1A	IGFBP5|PPP1R1A|FAU|FXYD6|NUPR1	2745	4118.47	2125.99	0.176	89.8	10.2	1.38	98.62	2.11	86.89	1.68	0.11	0.4	0.22	1.09	0.07	0.07	2.33	5.03	0.15	0.29	0.33	0.36	0.47	0.51	0.73	1.68	1.2	1.46	0.66	14.5	16.94	20.51	22.26	0.15	0.18	0.22	0.22	0.04	0.15	0.18	0.84	1.46	1.6	1.93	0.44	0.04	0.22	0.69	0.29	0	0.11	0.4	0	0	0	0	0.07	0.04	0.11	0	0.11	0.11	0	0	0	0.04	0.33	0.44	0	0.07	0	0	0.04	0.04	0	0	0	0.07	0.04	0.33	0.51	0.22	0.47	0.22	0.26	0.29	0.33	0.33	0.26	0.58	0.36	0.15	1.06	0.66	0.04	0.33	0.11	0.11	0.22	0.51
C3-82	C3-82 Post-1 GLU-1 EBF2	C3	EBF2	EBF2|LMX1A|DMRTA2|POSTN|EBF3	1077	21001.46	5903.08	0.1984	0.65	99.35	75.49	24.51	12.72	0	3.44	0	0.37	5.76	69.73	0	0.19	0.09	7.71	2.79	3.25	3.71	2.88	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0.74	0	0	0.09	0	0	0.37	0	0	0	0	2.69	3.06	0	0	3.62	3.53	0	0	0	0	0.09	0	0	0	0	0	29.9	32.59	0	0	0.09	0.09	0	0	0	0.09	0	0	0	0	0.19	0.09	0.28	0.19	0.28	0.37	0	0	0.19	2.04	3.44	0.09	0.37	0.19
C3-83	C3-83 Post-1 GLU-1 ZEB2	C3	ZEB2	AP005242.1|VIP|LMX1A|NEUROD6|TTC6	1608	22064.36	5878.2	0.104	0.37	99.63	87.44	12.56	1.87	0	0.12	0	0.19	25.44	61.26	0.75	0.06	0.12	10.2	0.68	0.12	0.5	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.19	0.12	0.19	0	0	12.56	12.56	0	0	14.3	12.19	0.25	0.19	0	0	0	0	0.25	0.06	0	0	18.53	16.23	0	0	0.06	0	0	0	0	0.12	0	0	0	0	0.12	0	0.06	0.12	0.12	0	0.75	1.93	0.06	2.55	4.04	0.06	0.06	0.31
C3-84	C3-84 Post-1 GLU-1 ZNF676	C3	ZNF676	LMX1A|TTC6|LMX1B|CRNDE|KLHL1	1417	21191.82	5693.56	0.2204	1.48	98.52	69.16	30.84	14.11	0.64	1.48	0	0.35	10.44	56.6	2.12	0	0.49	13.76	2.33	2.26	4.73	4.66	0.14	0	0	0	0	0	0	0	0.21	0.07	0	0	0	0	0	0	0	0	0	0	0.14	0.21	0.99	0.49	0	0	0	0	0	0.35	1.2	1.41	0	0	3.39	4.45	0	0	8.26	6.85	0.56	0.85	0	0	0	0	0.14	0.14	0.21	0.21	20.68	20.82	0	0	0	0	0.07	0.14	0.21	0	0	0.07	0	0	0.14	0.14	0.35	0.28	0.35	0.07	0.64	3.53	0	2.96	4.09	0.35	0.64	0.21
C3-85	C3-85 Post-1 GLU-1 EBF2	C3	EBF2	EBF2|ADH1B|NEUROD6|LMX1A|EBF3	389	14595.96	4875.98	0.1572	0.26	99.74	77.38	22.62	1.54	0	0	0	0.26	28.02	48.07	1.29	0	0	20.82	0.26	0.26	0.77	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0.26	0	13.37	14.4	0	0	5.14	4.37	0.51	0.51	0	0	0	0	0	0.26	0	0	19.28	19.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.51	0.51	0.26	5.66	13.62	0	0	0
C3-86	C3-86 Post-1 GLU-2 CRYBG3	C3	CRYBG3	PITX2|NTNG1|PANCR|SIM1|SLC44A5	304	15455.44	4849.5	0.1379	1.64	98.36	79.61	20.39	0.99	0.99	0.33	0	0.33	13.82	49.67	16.12	0.33	0	17.43	0.33	0	0.33	0.33	0	0	0	0	0	0	0	0	0.33	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0.33	1.64	1.97	0	0	5.59	4.61	0	0	11.84	10.2	5.59	9.54	0	0	0	0	0	0.33	0	0.66	15.79	11.84	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0.33	0.66	0	0.33	1.32	0.33	8.55	5.92	0	0	0
C3-87	C3-87 Post-1 GLU-2 IL1RAPL2	C3	IL1RAPL2	EBF3|IL1RAPL2|EYA1|EMX2|CTXN3	1993	19746.97	5232.99	0.053	0.75	99.25	90.07	9.93	0.2	0.55	0	0	0	9.08	44.1	36.88	0	0.2	8.98	0	0.1	0.05	0.05	0	0	0	0	0.05	0	0	0.05	0.1	0.15	0.05	0	0	0	0	0	0	0	0.05	0.05	0.05	0	0	0	0	0	0	0	0	0	3.56	4.26	0	0	0.45	0.8	0	0	13.85	13.2	16.31	14.6	0	0	0	0	2.16	2.06	1.05	0.7	8.58	8.48	0	0	0	0	0.05	0	0	0.05	0.05	0.05	0	0	0.15	0.2	0.15	0.15	0.2	0	0.4	5.87	0.05	0.7	0.85	0.1	0	0.15
C3-88	C3-88 Post-1 GLU-2 C1QL2	C3	C1QL2	FEZF2|SIM1|EBF3|ADAMTSL1|NTS	1240	17442.11	4856.88	0.0567	1.05	98.95	91.69	8.31	0	0.32	0	0	0	4.6	33.39	53.71	0	0.73	7.26	0	0	0	0	0	0	0	0	0.08	0	0	0	0.08	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85	2.66	0	0	0.08	0	0	0	12.74	9.27	24.11	21.21	0	0	0	0	3.15	3.55	0.73	0.97	5.08	6.29	0	0	0	0	0.56	0	0	0	0	0.08	0	0.08	0	0.16	0	0	0	0.16	0.97	2.98	0.16	1.37	1.45	0	0	0
C3-89	C3-89 Post-1 GLU-2 PAX7	C3	PAX7	PAX7|ITGA4|SIM1|ADGRG4|PLCH1	134	16127.52	4900.6	0.3169	1.49	98.51	67.91	32.09	4.48	0.75	0	0	0	1.49	62.69	3.73	0	0.75	26.12	0	0.75	1.49	2.24	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.75	0	0	7.46	4.48	0	0.75	0	0	0	0	2.99	0	0	0	26.12	24.63	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.75	0.75	8.21	14.93	0.75	0	0
C3-90	C3-90 Post-1 GLU-2 ADGRG4	C3	ADGRG4	TFAP2B|ADGRG4|NTS|OTX2|KCNMB1	1208	22211.27	5111.05	0.1431	0.41	99.59	88	12	0.08	0.08	0	0	0.17	2.24	33.36	52.4	0	0.17	11.51	0.08	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.66	0.33	0	0	0.66	0.58	0	0	8.28	6.46	20.7	16.23	0	0	0	0	7.45	7.53	0.08	0.41	8.2	10.43	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0.08	0	1.82	0.83	0.66	0.83	3.39	3.73	0	0.08	0.08
C3-91	C3-91 Post-1 GLU-2 PGM5	C3	PGM5	OTX2|SIM1|EYA1|PGM5|PKHD1L1	273	17268.16	4907.82	0.0077	0	100	98.9	1.1	0	0	0	0	0	11.72	43.96	43.22	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66	7.33	0	0	0	0.73	0	0	0	0	18.32	17.58	0	0	0	0	1.1	0.73	4.03	1.47	23.81	20.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0
C3-92	C3-92 Post-1 GLU-3 AGTR1	C3	AGTR1	LMX1A|CRNDE|IRX3|CARTPT|TTC6	1216	23266.45	5798.55	0.0455	0.49	99.51	92.6	7.4	0	0.33	0	0	0	26.81	51.64	14.14	0	0.16	6.91	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.16	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	11.02	10.61	0	0	2.06	3.12	0	0	23.93	17.93	0.99	2.14	0	0	0	0	0	0	5.67	5.35	5.51	4.28	0	0	0	0	0	0.08	0	0	0	0.08	0	0	0	0	0.16	0	0.08	0	0.25	5.51	0	0.25	0.66	0	0	0
C3-93	C3-93 Post-1 GLU-3 CBLN2	C3	CBLN2	IRX3|LMX1A|CRNDE|CBLN2|LMX1B	501	22685.6	5914.49	0.1312	3.99	96.01	76.05	23.95	0.4	3.99	0	0	0	14.77	54.09	7.19	0	0	19.56	0.2	0	0.2	0	0	0	0	0	0.4	0	0	1	0.8	0.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99	7.58	0	0	0	0.2	0	0	25.75	24.15	0	0	0	0	0	0	0	0	3.59	3.59	2.4	1.8	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4	1.2	0.4	0.2	0	0.2	14.77	0	0.8	0.4	0	0	0.2
C3-94	C3-94 Post-1 GLU-4 THSD7B	C3	THSD7B	EBF2|LMX1A|NTS|CDH23|LMX1B	1127	20766.31	6005.23	0.0817	0.62	99.38	86.87	13.13	2.84	0	0.18	0	0.27	24.05	62.73	0.09	0	0.35	9.49	0.62	0.44	0.62	1.06	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0.27	0.44	0.35	0	0	10.74	12.51	0	0	15.26	16.33	0.09	0	0	0	0	0	0	0	0	0	15.35	15.79	0	0	0	0	0	0	0.35	0	0	0	0	0	0.53	0.35	0.62	0.89	0.89	0	0.35	2.84	0	1.42	1.24	0	0.09	0.27
C3-95	C3-95 Post-1 GLU-4 CRNDE	C3	CRNDE	LMX1A|CRNDE|LMX1B|NTS|IRX6	428	22238.58	5885.08	0.1031	0	100	84.81	15.19	2.1	0	0	0	0	21.96	57.24	5.61	0	0	13.08	0	0.7	0.23	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97	4.91	0	0	6.31	6.78	0	0	19.16	15.19	2.34	0.7	0	0	0	0	0	0	1.4	1.17	10.51	12.38	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0.23	0	0	0.23	7.48	0	3.04	1.64	0	0	0.23
C3-96	C3-96 Post-1 GLU-4 NDNF	C3	NDNF	LMX1A|CDH23|COBLL1|NTS|AP001636.3	764	24632.67	6204.54	0.1623	0.13	99.87	20.81	79.19	2.09	0.13	2.62	0	0	0.92	19.9	0	0	0	74.35	0	0.92	0.92	0.26	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0.92	0	0	0	0	0	0	0.39	0	0	0	0	0.52	0	0	5.1	4.32	0	0	0	0	0	0	0	0	0	0	4.32	6.15	0	0	0	0	0	0	0	0	0	0	0	0	14.4	11.65	12.57	16.1	16.23	0	0	3.27	0	0	0	0	0.13	0
